deposit_id	deposit_type	deposit_createdate	deposit_publicationdate	deposit_parent_dataverse	user_account_id_of_deposit	user_account_createdate	user_account_type	affiliation	account_email_domain
57452	Dataset	2014-05-14	2014-05-14	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57456	Dataset	2012-02-15	2012-05-11	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57476	Dataset	2013-03-13	2013-03-13	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57478	Dataset	2010-09-02	2010-09-02	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
3801653	Dataset	2020-04-10	2020-04-10	1	4066	2000-01-01	builtin		gmail.com
4097694	Dataset	2020-09-28	2020-09-28	2784219	13493	2000-01-01	builtin	Harvard University	editorialexpress.com
4017527	Dataset	2020-08-12	2020-08-14	3891370	5976	2000-01-01	shib	McGill University	mcgill.ca
57545	Dataset	2010-03-22	2010-04-12	405	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
57548	Dataset	2010-03-22	2010-03-26	405	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
57574	Dataset	2011-09-06	2011-09-06	750	1710	2000-01-01	builtin	University of California, Los Angeles	ucla.edu
57577	Dataset	2012-07-10	2012-07-10	750	1710	2000-01-01	builtin	University of California, Los Angeles	ucla.edu
57571	Dataset	2015-03-18	2015-03-19	1345	3924	2000-01-01	builtin	UC Berkeley	gmail.com
57620	Dataset	2014-05-28	2014-05-28	2081	6819	2000-01-01	builtin		yahoo.com
57665	Dataset	2012-12-10	2012-12-10	99	5127	2000-01-01	builtin	IFPRI	CGIAR.ORG
57645	Dataset	2012-02-12	2012-02-12	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
57644	Dataset	2012-01-06	2012-01-24	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
57599	Dataset	2009-04-27	2009-04-30	252	384	2000-01-01	builtin	University of California, San Diego 	ucsd.edu
2782264	Dataverse	2016-02-01	2016-02-01	1	13385	2000-01-01	builtin	UC Berkeley	haas.berkeley.edu
57600	Dataset	2008-08-14	2008-08-20	252	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
57526	Dataset	2012-06-09	2012-06-09	63	191	2000-01-01	builtin	Rice University	rice.edu 
57527	Dataset	2009-01-08	2009-01-08	63	21	2000-01-01	builtin	IQSS	hmdc.harvard.edu
57530	Dataset	2012-06-09	2012-06-09	63	191	2000-01-01	builtin	Rice University	rice.edu 
57531	Dataset	2007-07-09	2007-11-28	63	59	2000-01-01	builtin	University of California, Berkeley	berkeley.edu
57535	Dataset	2007-07-09	2007-11-28	63	59	2000-01-01	builtin	University of California, Berkeley	berkeley.edu
57583	Dataset	2013-05-01	2013-05-01	1827	6049	2000-01-01	builtin		riped.utcc.ac.th
57587	Dataset	2015-04-06	2015-04-06	3210	10836	2000-01-01	builtin	CMU	andrew.cmu.edu
57606	Dataset	2014-05-09	2014-05-09	2322	7062	2000-01-01	builtin	Harvard University	fas.harvard.edu
57607	Dataset	2014-05-09	2014-05-09	2322	7062	2000-01-01	builtin	Harvard University	fas.harvard.edu
3042470	Dataverse	2017-08-08	2017-08-17	1	19496	2017-08-08	builtin	HMS Dept. Neurobiology	hms.harvard.edu
47840	Dataset	2014-06-09	2014-06-24	1903	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47565	Dataset	2013-05-23	2013-05-24	1713	5597	2000-01-01	builtin	University of Houston	gmail.com
47772	Dataset	2010-03-08	2010-03-08	258	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
48119	Dataset	2007-02-26	2007-11-28	931	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47845	Dataset	2014-06-09	2014-06-13	1903	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47896	Dataset	2015-04-02	2015-04-02	3253	10984	2000-01-01	builtin	STOU	gmail.com
47839	Dataset	2014-06-09	2014-06-13	1903	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47900	Dataset	2011-05-02	2011-05-02	467	441	2000-01-01	builtin	University of Michigan	gmail.com
47841	Dataset	2014-06-09	2014-06-13	1903	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
48040	Dataset	2007-02-24	2007-11-28	931	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47901	Dataset	2012-07-20	2012-07-20	467	441	2000-01-01	builtin	University of Michigan	gmail.com
3317267	Dataverse	2018-11-21	2018-11-21	1	25685	2018-11-21	builtin	IIIT-Delhi, Delhi, India	iiitd.ac.in
3806075	Dataset	2020-04-14	2020-04-14	1	23385	2018-06-04	orcid	Vrije Universiteit Amsterdam	vu.nl
47842	Dataset	2014-06-09	2014-06-13	1903	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47843	Dataset	2014-06-09	2014-06-13	1903	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3982845	Dataset	2020-07-12	2020-07-25	3877452	36386	2020-06-19	builtin	University of Oslo	stv.uio.no
47946	Dataset	2007-02-25	2007-11-28	10	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3982842	Dataset	2020-07-12	2020-07-25	3877452	36386	2020-06-19	builtin	University of Oslo	stv.uio.no
3806081	Dataset	2020-04-14	2020-04-23	3048954	34135	2020-03-17	shib	Penn State	psu.edu
3982839	Dataset	2020-07-12	2020-07-25	3877452	36386	2020-06-19	builtin	University of Oslo	stv.uio.no
3982838	Dataset	2020-07-12	2020-07-25	3877452	36386	2020-06-19	builtin	University of Oslo	stv.uio.no
57608	Dataset	2014-05-09	2014-05-15	2322	7062	2000-01-01	builtin	Harvard University	fas.harvard.edu
57609	Dataset	2014-05-09	2014-05-13	2322	7062	2000-01-01	builtin	Harvard University	fas.harvard.edu
57610	Dataset	2014-04-06	2014-04-06	2322	7062	2000-01-01	builtin	Harvard University	fas.harvard.edu
57611	Dataset	2014-05-09	2014-05-15	2322	7062	2000-01-01	builtin	Harvard University	fas.harvard.edu
57614	Dataset	2014-05-09	2014-05-13	2322	7062	2000-01-01	builtin	Harvard University	fas.harvard.edu
3805880	Dataset	2020-04-14	2020-04-14	2146	6611	2000-01-01	builtin	University of Kent 	tcd.ie
3801707	Dataset	2020-04-10	2020-04-10	3801704	22525	2018-03-30	builtin	UFRGS	ufrgs.br
3983285	Dataset	2020-07-13	2020-07-25	1	36947	2020-07-13	builtin	Liverpool University Hospitals NHS Foundation Trust	liverpoolft.nhs.uk
3893531	Dataset	2020-06-24	2020-06-24	1	36500	2020-06-24	orcid	Fiona Stanley Hospital	gmail.com
2974	Dataverse	2015-01-12	2015-01-15	1	10219	2000-01-01	builtin	University of Houston	math.uh.edu
3825681	Dataset	2020-05-05	2020-05-05	3825663	35212	2020-05-05	builtin		gmail.com
3905514	Dataset	2020-06-28	2020-08-12	1	30813	2019-10-04	orcid	Department of Urology, University Hospital Zurich, University of Zurich	gmail.com
4097722	Dataset	2020-09-28	2020-10-14	2867131	19086	2000-01-01	orcid	University of Pennsylvania	gmail.com
3892426	Dataset	2020-06-23	2020-06-23	1	36496	2020-06-23	builtin		qq.com
3801704	Dataverse	2020-04-10	2020-04-10	3801702	22525	2018-03-30	builtin	UFRGS	ufrgs.br
3801702	Dataverse	2020-04-10	2020-04-10	1	22525	2018-03-30	builtin	UFRGS	ufrgs.br
3892428	Dataverse	2020-06-23	2020-06-25	3408536	36474	2020-06-23	builtin	Natural Resources Canada	canada.ca
3106	Dataverse	2015-02-20	2015-03-10	1	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3982861	Dataset	2020-07-12	2020-07-25	3877452	36386	2020-06-19	builtin	University of Oslo	stv.uio.no
3825355	Dataset	2020-05-04	2020-05-05	1	31784	2019-11-20	orcid	UFRN	gmail.com
4097450	Dataset	2020-09-28	2020-09-28	1	37781	2020-08-13	orcid		gmail.com
4097728	Dataset	2020-09-28	2020-10-13	3048954	26691	2019-01-29	shib	University of California, Berkeley	ischool.berkeley.edu
4097726	Dataset	2020-09-28	2020-09-28	3872519	36001	2020-06-04	shib	Harvard University	hsph.harvard.edu
57738	Dataset	2008-04-04	2008-12-18	99	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
57711	Dataset	2008-04-04	2008-12-18	99	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
57696	Dataset	2012-01-06	2012-01-24	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
4097724	Dataset	2020-09-28	2020-09-28	1	36001	2020-06-04	shib	Harvard University	hsph.harvard.edu
57694	Dataset	2012-07-25	2012-07-30	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
57671	Dataset	2012-02-02	2012-02-02	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
2887403	Dataverse	2016-09-25	2016-10-01	2887367	15469	2000-01-01	builtin	UNESCO Institute for statistics	unesco.org
2887404	Dataverse	2016-09-25	2016-10-01	2887367	15469	2000-01-01	builtin	UNESCO Institute for statistics	unesco.org
2887417	Dataverse	2016-09-25	2016-09-26	1	12755	2000-01-01	builtin	Naval Postgraduate School	nps.edu
2887418	Dataverse	2016-09-25	2016-09-26	2887417	12755	2000-01-01	builtin	Naval Postgraduate School	nps.edu
2887514	Dataverse	2016-09-26	2016-09-26	1	15482	2000-01-01	builtin	RCAE Research Center for Applied Education	rcae.ac.at
2887524	Dataverse	2016-09-26	2016-09-27	1	15471	2000-01-01	builtin	Yale University	yale.edu
57791	Dataset	2014-06-12	2014-06-12	2525	8554	2000-01-01	builtin	University of Mannheim	uni-mannheim.de
2887584	Dataverse	2016-09-27	2017-03-28	1	15074	2000-01-01	builtin		merrillca.com
2887601	Dataverse	2016-09-27	2016-10-31	1	5154	2000-01-01	orcid	University of Pittsburgh	gmail.com
57794	Dataset	2014-06-12	2014-06-12	2525	8554	2000-01-01	builtin	University of Mannheim	uni-mannheim.de
57784	Dataset	2013-04-25	2013-07-08	1350	4224	2000-01-01	builtin	University of Washington	uw.edu
57787	Dataset	2012-11-26	2012-11-26	1350	4224	2000-01-01	builtin	University of Washington	uw.edu
57797	Dataset	2014-06-12	2014-06-12	2525	8554	2000-01-01	builtin	University of Mannheim	uni-mannheim.de
57796	Dataset	2014-06-12	2014-06-12	2525	8554	2000-01-01	builtin	University of Mannheim	uni-mannheim.de
57798	Dataset	2014-06-12	2014-06-12	2525	8554	2000-01-01	builtin	University of Mannheim	uni-mannheim.de
57801	Dataset	2014-06-12	2014-06-12	2525	8554	2000-01-01	builtin	University of Mannheim	uni-mannheim.de
2889788	Dataverse	2016-10-03	2016-10-28	1823	5568	2000-01-01	builtin	Bioversity International	cgiar.org
2891947	Dataverse	2016-10-06	2016-10-06	1	9016	2000-01-01	builtin	The Johns Hopkins University	cs.jhu.edu
2892146	Dataverse	2016-10-06	2016-10-06	2901	13447	2000-01-01	builtin	Maxwell School, Syracuse University	gmail.com
2901990	Dataverse	2016-10-11	2016-10-13	1	15533	2000-01-01	builtin	University of Cambridge	cam.ac.uk
2902360	Dataverse	2016-10-11	2017-08-24	2902359	8161	2000-01-01	builtin	Sciences Po	gmail.com
2902533	Dataverse	2016-10-12	2016-10-12	3059	10416	2000-01-01	builtin	MPE	gmail.com
2902537	Dataverse	2016-10-12	2016-12-21	2671000	11446	2000-01-01	shib	Harvard University	hsph.harvard.edu
2903776	Dataverse	2016-10-18	2016-11-25	1	15702	2000-01-01	builtin	Lee University	leeuniversity.edu
2903897	Dataverse	2016-10-19	2016-10-19	1	15714	2000-01-01	builtin	University	hotmail.com
2905733	Dataverse	2016-10-24	2017-10-13	1	15767	2000-01-01	builtin	Humboldt University Berlin	gmail.com
2905734	Dataverse	2016-10-24	2017-10-13	2905733	15767	2000-01-01	builtin	Humboldt University Berlin	gmail.com
2905888	Dataverse	2016-10-25	2016-10-26	1	15793	2000-01-01	builtin		gmail.com
2917589	Dataverse	2016-11-14	2016-12-17	1	16056	2000-01-01	builtin	Penn State University	gmail.com
2917641	Dataverse	2016-11-15	2016-11-17	2851	9810	2000-01-01	builtin	University of Arizona	email.arizona.edu
2917645	Dataverse	2016-11-15	2018-06-27	1	16074	2000-01-01	orcid	University of California Davis	ucdavis.edu
2917653	Dataverse	2016-11-15	2016-11-16	1	15965	2000-01-01	builtin	Brunel University London	brunel.ac.uk
3825791	Dataverse	2020-05-05	2020-05-05	1	35216	2020-05-05	shib	ETH Zürich	istp.ethz.ch
2917735	Dataverse	2016-11-17	2016-11-17	2917734	5568	2000-01-01	builtin	Bioversity International	cgiar.org
2917811	Dataverse	2016-11-17	2016-11-17	1	16096	2000-01-01	builtin	Emory University	gmail.com
2918174	Dataverse	2016-11-17	2016-11-17	2668662	16100	2000-01-01	shib	Harvard University	harvard.edu
57752	Dataset	2012-04-24	2012-05-21	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
3825802	Dataset	2020-05-05	2020-05-05	3825791	35216	2020-05-05	shib	ETH Zürich	istp.ethz.ch
2918471	Dataverse	2016-11-18	2017-08-24	2902359	13921	2000-01-01	builtin	University of Leicester	leicester.ac.uk
2961349	Dataverse	2016-11-23	2017-09-27	1	14953	2000-01-01	builtin		canellas.com.br
2961467	Dataverse	2016-11-25	2016-11-29	1	16189	2000-01-01	builtin		uoguelph.ca
2961964	Dataverse	2016-11-29	2016-11-29	1	8119	2000-01-01	builtin	Federal Reserve Bank of New York	ny.frb.org
2962159	Dataverse	2016-11-30	2016-11-30	1	16231	2000-01-01	builtin	National Cheng Kung University	gmail.com
2962503	Dataverse	2016-12-01	2016-12-01	1	16172	2000-01-01	shib	Yale University	yale.edu
2962608	Dataverse	2016-12-02	2016-12-02	1	16257	2000-01-01	builtin	Istituto di Astrofisica e Planetologia Spaziali - INAF	gmail.com
2962767	Dataverse	2016-12-05	2016-12-06	1	16308	2000-01-01	builtin	University of Konstanz	gmx.de
2962833	Dataverse	2016-12-06	2016-12-06	1	12932	2000-01-01	shib	ETH Zürich	gess.ethz.ch
2966669	Dataverse	2016-12-22	2016-12-22	2966391	386	2000-01-01	builtin	Diamond Bay Research	gmail.com
2962847	Dataverse	2016-12-06	2016-12-06	306	387	2000-01-01	builtin	Mills College / Harvard CGA	post.harvard.edu
2962849	Dataverse	2016-12-06	2016-12-06	306	387	2000-01-01	builtin	Mills College / Harvard CGA	post.harvard.edu
2964340	Dataverse	2016-12-13	2017-05-31	1	15103	2000-01-01	builtin	Lancaster University	lancaster.ac.uk
2964418	Dataverse	2016-12-13	2016-12-19	1	16420	2000-01-01	builtin	Fundecor	fundecor.org
2962851	Dataverse	2016-12-06	2016-12-06	306	387	2000-01-01	builtin	Mills College / Harvard CGA	post.harvard.edu
2962850	Dataverse	2016-12-06	2018-03-26	306	387	2000-01-01	builtin	Mills College / Harvard CGA	post.harvard.edu
2964468	Dataverse	2016-12-13	2017-01-09	1	16424	2000-01-01	builtin	Tulane University	tulane.edu
2971247	Dataverse	2017-01-19	2017-01-23	3035356	15657	2000-01-01	builtin	KEMRI-Wellcome Trust Research programme	kemri-wellcome.org
2965352	Dataverse	2016-12-15	2017-10-01	1	16447	2000-01-01	builtin		gmail.com
2966290	Dataverse	2016-12-20	2016-12-22	1	15672	2000-01-01	builtin	Center for Global Development	cgdev.org
57723	Dataset	2013-03-15	2013-08-06	99	5776	2000-01-01	builtin	IFPRI	cgiar.org
2966808	Dataverse	2016-12-26	2016-12-26	1	16385	2000-01-01	shib	Harvard University	jd18.law.harvard.edu
2966966	Dataverse	2016-12-27	2016-12-27	1	16530	2000-01-01	builtin		ites.upr.edu
2968443	Dataverse	2016-12-30	2017-01-04	1	16551	2000-01-01	builtin	UPF, Barcelona GSE, IPEG	upf.edu
2968907	Dataverse	2017-01-03	2017-01-09	1	16571	2000-01-01	shib	Harvard University	hcp.med.harvard.edu
2969145	Dataverse	2017-01-06	2017-01-11	1	16602	2000-01-01	builtin	ETH Zurich	bc.biol.ethz.ch
2969236	Dataverse	2017-01-07	2017-01-07	1	16615	2000-01-01	builtin	CB-Geo	gmail.com
2969241	Dataverse	2017-01-07	2017-04-13	1	16618	2000-01-01	shib	Harvard University	g.harvard.edu
2970439	Dataverse	2017-01-13	2017-01-14	1	16696	2000-01-01	shib	Duke University	duke.edu
2970964	Dataverse	2017-01-18	2017-01-18	2917734	5568	2000-01-01	builtin	Bioversity International	cgiar.org
2971191	Dataverse	2017-01-18	2017-01-18	2971190	386	2000-01-01	builtin	Diamond Bay Research	gmail.com
2971193	Dataverse	2017-01-18	2017-01-18	2971190	386	2000-01-01	builtin	Diamond Bay Research	gmail.com
2995087	Dataverse	2017-02-03	2017-02-08	1	16912	2000-01-01	builtin	West Pomeranian University of Technology Szczecin	gmail.com
3000860	Dataverse	2017-02-14	2017-02-14	1	17081	2000-01-01	google	Harvard TH Chan School of Public Health	gmail.com
3002427	Dataverse	2017-02-23	2017-09-16	1	17212	2000-01-01	builtin		cornell.edu
3002600	Dataverse	2017-02-24	2017-11-08	1	17232	2000-01-01	github		sina.cn
3002617	Dataverse	2017-02-25	2017-04-13	1	17189	2000-01-01	builtin	Eastern Mennonite University	emu.edu
2718592	Dataverse	2015-10-22	2015-10-23	1	12699	2000-01-01	builtin	KU Leuven	esat.kuleuven.be
3004623	Dataverse	2017-03-04	2017-03-04	1	17344	2000-01-01	shib	Columbia University	columbia.edu
3004703	Dataverse	2017-03-06	2017-05-03	1	17363	2000-01-01	builtin	UCL	uclouvain.be
3005350	Dataverse	2017-03-08	2017-03-22	1823	5568	2000-01-01	builtin	Bioversity International	cgiar.org
3005821	Dataverse	2017-03-10	2018-03-13	1	12465	2000-01-01	builtin	University of Essex	essex.ac.uk
3006265	Dataverse	2017-03-13	2017-03-21	1	17483	2000-01-01	builtin		snf.ch
3008046	Dataverse	2017-03-22	2017-04-25	1	17624	2000-01-01	orcid	Climate Equity Reference Project	climateequityreference.org
3008135	Dataverse	2017-03-24	2017-03-24	1	17637	2000-01-01	builtin		hotmail.com
3008721	Dataverse	2017-03-26	2017-04-08	1	17667	2000-01-01	builtin	Harvard Medical School	partners.org
3011382	Dataverse	2017-04-07	2017-04-08	1	17860	2000-01-01	builtin	University of Szeged	eco.u-szeged.hu
3012010	Dataverse	2017-04-11	2017-04-11	2866243	14995	2000-01-01	builtin	Instituto Nacional de Salud Pública	gmail.com
3012107	Dataverse	2017-04-11	2017-04-12	1	17926	2000-01-01	builtin	University of Rochestser	gmail.com
3012341	Dataverse	2017-04-14	2017-04-18	1	17966	2000-01-01	builtin	University of Southern California	usc.edu
3014391	Dataverse	2017-04-24	2017-11-29	1	15431	2000-01-01	builtin	Gibson Institute of Cognitive Research	gibsonresearch.org
3014614	Dataverse	2017-04-26	2017-04-26	3014613	18183	2000-01-01	builtin		hotmail.com
3015891	Dataverse	2017-05-02	2017-08-31	1	18243	2000-01-01	builtin		sciencespo.fr
3016634	Dataverse	2017-05-05	2017-08-22	3016629	11388	2000-01-01	builtin	Center for the History of Medicine	hms.harvard.edu
3019175	Dataverse	2017-05-22	2017-05-22	1	18550	2000-01-01	builtin	University of Northern Iowa 	uni.edu
3020573	Dataverse	2017-05-31	2017-08-26	1	18644	2000-01-01	builtin		gmail.com
3021657	Dataverse	2017-06-01	2017-08-22	3021571	11388	2000-01-01	builtin	Center for the History of Medicine	hms.harvard.edu
3021665	Dataverse	2017-06-01	2017-08-22	2675904	11388	2000-01-01	builtin	Center for the History of Medicine	hms.harvard.edu
3030022	Dataverse	2017-06-20	2017-06-21	1	18920	2000-01-01	builtin	Harvard Law School	law.harvard.edu
3030650	Dataverse	2017-06-22	2017-06-22	1	18968	2000-01-01	shib	Harvard University	fas.harvard.edu
3032636	Dataverse	2017-07-03	2017-07-03	1	19093	2000-01-01	builtin		gmail.com
3032639	Dataverse	2017-07-03	2017-08-16	992	13299	2000-01-01	builtin		cgiar.org
3032646	Dataverse	2017-07-03	2017-07-05	1	19097	2000-01-01	shib	Harvard University	hsph.harvard.edu
3035480	Dataverse	2017-07-11	2017-07-11	3035356	15657	2000-01-01	builtin	KEMRI-Wellcome Trust Research programme	kemri-wellcome.org
4097775	Dataset	2020-09-28	2020-09-30	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
3036335	Dataverse	2017-07-14	2017-07-14	2836371	8161	2000-01-01	builtin	Sciences Po	gmail.com
3036679	Dataverse	2017-07-17	2017-07-17	1	19277	2000-01-01	builtin	Operant Solar	operantsolar.com
3037017	Dataverse	2017-07-18	2017-07-19	1	19128	2000-01-01	builtin		gmail.com
3038321	Dataverse	2017-07-25	2017-08-28	3037850	18243	2000-01-01	builtin		sciencespo.fr
3042386	Dataverse	2017-08-07	2017-08-07	1	12732	2000-01-01	shib	Duke University	duke.edu
3042675	Dataverse	2017-08-09	2017-08-11	1	19517	2017-08-09	builtin	Observatorio Latinoamericano de Desarrollo Sostenible	usantotomas.edu.co
3044367	Dataverse	2017-08-14	2017-12-06	3040917	17063	2000-01-01	shib	Harvard University	fas.harvard.edu
3044373	Dataverse	2017-08-14	2017-12-06	3040917	17063	2000-01-01	shib	Harvard University	fas.harvard.edu
3044382	Dataverse	2017-08-14	2017-12-06	3040917	17063	2000-01-01	shib	Harvard University	fas.harvard.edu
3044398	Dataverse	2017-08-14	2017-12-06	3040917	17062	2000-01-01	shib	Harvard University	fas.harvard.edu
3044425	Dataverse	2017-08-14	2017-12-06	3040917	17063	2000-01-01	shib	Harvard University	fas.harvard.edu
3044444	Dataverse	2017-08-14	2017-12-06	3040917	17063	2000-01-01	shib	Harvard University	fas.harvard.edu
3006207	Dataverse	2017-03-13	2017-03-14	1	17479	2000-01-01	builtin	Polish Academy of Sciences, The Ohio State University	osu.edu
3005351	Dataverse	2017-03-08	2017-03-08	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
3035511	Dataverse	2017-07-11	2017-11-01	3031940	35040	2020-04-27	builtin	Arkansas State University	astate.edu
3009322	Dataverse	2017-03-29	2017-04-04	3008955	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
3213830	Dataverse	2018-09-05	2018-09-06	1	24495	2018-09-04	shib	University of Illinois at Urbana-Champaign	illinois.edu
